# Sitemap URL提取结果（使用规则引擎）
# 时间: 2025-08-29 11:05:20
# 站点: https://www.pixelcut.ai/sitemap.xml, https://sitemap.canva.com/sitemap_index.xml, https://www.fotor.com/sitemaps/v2/index.xml, https://www.freepik.es/sitemap-ai.xml, https://www.aragon.ai/sitemap.xml, https://www.insmind.com/sitemap.xml, https://www.fluxpro.ai/sitemap.xml, https://fluxproweb.com/sitemap.xml, https://airbrush.com/sitemap.xml, https://www.cutout.pro/sitemap.xml, https://pollo.ai/sitemap.xml, https://www.logoai.com/sitemap.xml, https://stockimg.ai/sitemap.xml, https://getimg.ai/sitemap.xml, https://flair.ai/sitemap.xml, https://www.media.io/sitemap.xml, https://www.chromastudio.ai/sitemap.xml, https://fal.ai/sitemap.xml, https://venngage.com/sitemap.xml, https://venngage.com/sitemap-ai-tools.xml, https://monica.im/sitemap.xml, https://www.visme.co/sitemap.xml, https://looka.com/sitemap_index.xml, https://www.appointo.me/sitemap.xml, https://media.io/sitemap_index.xml, https://pica-ai.com/sitemap.xml, https://photoroom.com/sitemap.xml, https://magicstudio.com/sitemap_news.xml, https://imgupscaler.com/sitemap.xml, https://magicstudio.com/sitemap.xml, https://www.clipfly.ai/sitemap.xml, https://www.heygen.com/sitemap.xml, https://fliki.ai/sitemap.xml, https://www.imgkits.com/sitemap_index.xml, https://imglarger.com/sitemap.xml, https://higgsfield.cc/sitemap.xml, https://www.imagine.art/sitemap.xml, https://unrealspeech.com/sitemap.xml
# 格式: URL | 关键词 | 状态 | 使用规则
====================================================================================================


## https://www.pixelcut.ai/sitemap.xml
--------------------------------------------------------------------------------
https://www.pixelcut.ai/background-remover/png | png | 正常 | *
https://fliki.ai/blog/make-integrations |  | 已过滤 | *
https://fliki.ai/voices/dialect/cyrillic | cyrillic | 正常 | *
https://fliki.ai/features/templates/top-5-famous-quotes-673b11e208def1cd8a3ea2eb | top 5 famous quotes 673b11e208def1cd8a3ea2eb | 正常 | *
https://fliki.ai/blog/how-much-money-do-you-make-on-youtube-with-1000-subscribers |  | 已过滤 | *
https://fliki.ai/features/translator/malay | malay | 正常 | *
https://fliki.ai/es/features/plantillas-de-video | plantillas de video | 正常 | *
https://fliki.ai/voices/malayalam | malayalam | 正常 | *
https://fliki.ai/blog/youtube-shopping |  | 已过滤 | *
https://fliki.ai/voices/afrikaans | afrikaans | 正常 | *
https://fliki.ai/voices/dialect/mandarin-simplified | mandarin simplified | 正常 | *
https://fliki.ai/blog/video-script-template |  | 已过滤 | *
https://fliki.ai/blog/how-to-use-stable-diffusion-3 |  | 已过滤 | *
https://fliki.ai/use-cases/translations-and-localization/content-localization | content localization | 正常 | *
https://fliki.ai/masterclass/prompts/ai-anime-videos | ai anime videos | 正常 | *
https://fliki.ai/masterclass/webinars/automating-social-media-videos-with-ai | automating social media videos with ai | 正常 | *
https://fliki.ai/blog/the-big-problem-with-tiktok-text-to-speech |  | 已过滤 | *
https://fliki.ai/features/webinar-video-maker | webinar video maker | 正常 | *
https://fliki.ai/voices/dialect/sichuan | sichuan | 正常 | *
https://fliki.ai/voices/dialect/spain | spain | 正常 | *
https://fliki.ai/voices/dialect/henan | henan | 正常 | *
https://fliki.ai/use-cases/ecommerce | ecommerce | 正常 | *
https://fliki.ai/voices/russian | russian | 正常 | *
https://fliki.ai/masterclass/prompts/tiktok-videos | tiktok videos | 正常 | *
https://fliki.ai/voices/dialect/nigeria | nigeria | 正常 | *
https://fliki.ai/features/ai-taking-avatar-generator | ai taking avatar generator | 正常 | *
https://fliki.ai/alternatives/descript | descript | 正常 | *
https://fliki.ai/voices | voices | 正常 | *
https://fliki.ai/use-cases/content-creation/podcast-maker | podcast maker | 正常 | *
https://fliki.ai/masterclass/prompts/historical-fact-videos | historical fact videos | 正常 | *
https://fliki.ai/tools/image/rotate | rotate | 正常 | *
https://fliki.ai/features/templates/future-of-ai-in-business-675fe99ca50b8742959cf723 | future of ai in business 675fe99ca50b8742959cf723 | 正常 | *
https://fliki.ai/voices/dialect/oman | oman | 正常 | *
https://fliki.ai/voices/basque | basque | 正常 | *
https://fliki.ai/alternatives/synthesia | synthesia | 正常 | *
https://fliki.ai/voices/dialect/iraq | iraq | 正常 | *
https://fliki.ai/voices/burmese | burmese | 正常 | *
https://fliki.ai/use-cases/ecommerce/explainer-video-maker | explainer video maker | 正常 | *
https://fliki.ai/blog/corporate-video-production |  | 已过滤 | *
https://fliki.ai/blog/how-to-use-google-gemini |  | 已过滤 | *
https://fliki.ai/blog/how-many-followers-on-tiktok-to-get-paid |  | 已过滤 | *

站点统计: 总计=716, 已过滤=204, 成功提取=511

## https://www.imgkits.com/sitemap_index.xml
--------------------------------------------------------------------------------
https://www.imgkits.com/ru/create/image/ai-image-generator | ai image generator | 正常 | *
https://www.imgkits.com/jp/remover-object/remove-glasses-from-photo | remove glasses from photo | 正常 | *
https://www.imgkits.com/ko/activation | activation | 正常 | *
https://www.imgkits.com/no/create/video/earth-zoom-out-ai | earth zoom out ai | 正常 | *
https://www.imgkits.com/th/remove-shadow-from-photo | remove shadow from photo | 正常 | *
https://www.imgkits.com/tr/create/image/watermark-removal | watermark removal | 正常 | *
https://www.imgkits.com/tr/remove-tattoo-from-photo | remove tattoo from photo | 正常 | *
https://www.imgkits.com/he/resume/builder | builder | 正常 | *
https://www.imgkits.com/zh/image-model/qwen-image-edit | qwen image edit | 正常 | *
https://www.imgkits.com/ro/create/video/earth-zoom-out-ai | earth zoom out ai | 正常 | *
https://www.imgkits.com/ko/image-model/bagel-ai | bagel ai | 正常 | *
https://www.imgkits.com/fr/remover-object/ai-smile-filter | ai smile filter | 正常 | *
https://www.imgkits.com/it/ai-video-generator | ai video generator | 正常 | *
https://www.imgkits.com/tr/remover-object/remove-clothes-from-photo | remove clothes from photo | 正常 | *
https://www.imgkits.com/no/ai-asmr-generator | ai asmr generator | 正常 | *
https://www.imgkits.com/ar/remove-clothes-from-photo | remove clothes from photo | 正常 | *
https://www.imgkits.com/jp/flux-kontext | flux kontext | 正常 | *
https://www.imgkits.com/th/remover-object/remove-fence-from-photo | remove fence from photo | 正常 | *
https://www.imgkits.com/de/ai-doll-generator | ai doll generator | 正常 | *
https://www.imgkits.com/pl/mosaic-remover | mosaic remover | 正常 | *
https://www.imgkits.com/pl/remove-glasses-from-photo | remove glasses from photo | 正常 | *
https://www.imgkits.com/tr/remover-object/remove-wire-line | remove wire line | 正常 | *
https://www.imgkits.com/jp/background-changer/orange-background | orange background | 正常 | *
https://www.imgkits.com/nl/wedding-photo-editor | wedding photo editor | 正常 | *
https://www.imgkits.com/pl/remove-fence-from-photo | remove fence from photo | 正常 | *
https://www.imgkits.com/nl/remover-object/remove-double-chin-from-photo | remove double chin from photo | 正常 | *
https://www.imgkits.com/th/create | create | 正常 | *
https://www.imgkits.com/th/remove-emoji-from-photo | remove emoji from photo | 正常 | *
https://www.imgkits.com/ro/create/image/ai-image-generator | ai image generator | 正常 | *
https://www.imgkits.com/background-changer/yellow-background | yellow background | 正常 | *
https://www.imgkits.com/th/create/image/ai-tattoo-generator | ai tattoo generator | 正常 | *
https://www.imgkits.com/jp/ai-clothes-changer | ai clothes changer | 正常 | *
https://www.imgkits.com/nl/remover-object/remove-fence-from-photo | remove fence from photo | 正常 | *
https://www.imgkits.com/da/ai-baby-podcast-generator | ai baby podcast generator | 正常 | *
https://www.imgkits.com/zh/blemish-remover | blemish remover | 正常 | *
https://www.imgkits.com/sv/ai-Image-combiner | ai Image combiner | 正常 | *
https://www.imgkits.com/ru/create/video | video | 正常 | *
https://www.imgkits.com/ro/anime-filter | anime filter | 正常 | *
https://www.imgkits.com/fr/earth-zoom-out | earth zoom out | 正常 | *
https://www.imgkits.com/sv/image-upscaler | image upscaler | 正常 | *
https://www.imgkits.com/fi/create/video/ai-fight-generator | ai fight generator | 正常 | *
https://www.imgkits.com/pl/cookie | cookie | 正常 | *
https://www.imgkits.com/zh/remove-glare-from-photo | remove glare from photo | 正常 | *
https://www.imgkits.com/sv/image-to-video | image to video | 正常 | *
https://www.imgkits.com/it/compress-image | compress image | 正常 | *
https://www.imgkits.com/pt/create/video | video | 正常 | *
https://www.imgkits.com/fr/create/video/face-swap | face swap | 正常 | *
https://www.imgkits.com/it/ai-video-generator/image-to-video | image to video | 正常 | *
https://www.imgkits.com/it/refund | refund | 正常 | *
https://www.imgkits.com/fi/remove-fence-from-photo | remove fence from photo | 正常 | *

站点统计: 总计=4557, 已过滤=22, 成功提取=4535

## https://imglarger.com/sitemap.xml
--------------------------------------------------------------------------------
https://imglarger.com/converter/psd-to-jpeg | psd to jpeg | 正常 | *
https://imglarger.com/converter/rw2-to-png | rw2 to png | 正常 | *
https://imglarger.com/converter/fts-to-jpg | fts to jpg | 正常 | *
https://imglarger.com/converter/pxc-to-jpeg | pxc to jpeg | 正常 | *
https://imglarger.com/converter/jfif-to-webp | jfif to webp | 正常 | *
https://imglarger.com/converter/bmp-to-png | bmp to png | 正常 | *
https://imglarger.com/converter/jfif-to-jpeg | jfif to jpeg | 正常 | *
https://imglarger.com/converter/cur-to-jpg | cur to jpg | 正常 | *
https://imglarger.com/converter/ppm-to-jpeg | ppm to jpeg | 正常 | *
https://imglarger.com/converter/pict-to-webp | pict to webp | 正常 | *
https://imglarger.com/converter/pxc-to-jpg | pxc to jpg | 正常 | *
https://imglarger.com/converter/tga-to-jpeg | tga to jpeg | 正常 | *
https://imglarger.com/features/add-frame-on-image | add frame on image | 正常 | *
https://imglarger.com/converter/jpe-to-png | jpe to png | 正常 | *
https://imglarger.com/features/resize-image | resize image | 正常 | *
https://imglarger.com/converter/gif-to-jpg | gif to jpg | 正常 | *
https://imglarger.com/converter/hdr-to-jpg | hdr to jpg | 正常 | *
https://imglarger.com/features/adjust-contrast | adjust contrast | 正常 | *
https://imglarger.com/converter/avif-to-jpeg | avif to jpeg | 正常 | *
https://imglarger.com/converter/pcd-to-webp | pcd to webp | 正常 | *
https://imglarger.com/features/adjust-brightness | adjust brightness | 正常 | *
https://imglarger.com/converter/mng-to-png | mng to png | 正常 | *
https://imglarger.com/features/crop-image | crop image | 正常 | *
https://imglarger.com/features/adjust-exposure | adjust exposure | 正常 | *
https://imglarger.com/converter/psd-to-png | psd to png | 正常 | *
https://imglarger.com/features/add-text-on-image | add text on image | 正常 | *
https://imglarger.com/converter/pbm-to-jpeg | pbm to jpeg | 正常 | *
https://imglarger.com/converter/tga-to-png | tga to png | 正常 | *
https://imglarger.com/converter/dds-to-png | dds to png | 正常 | *
https://imglarger.com/converter/png-to-jpeg | png to jpeg | 正常 | *
https://imglarger.com/apps | apps | 正常 | *
https://imglarger.com/converter/wbmp-to-png | wbmp to png | 正常 | *
https://imglarger.com/cartoonizer | cartoonizer | 正常 | *
https://imglarger.com/converter/jpe-to-jpeg | jpe to jpeg | 正常 | *
https://imglarger.com/converter/sgi-to-webp | sgi to webp | 正常 | *
https://imglarger.com/converter/cur-to-jpeg | cur to jpeg | 正常 | *
https://imglarger.com/converter/dds-to-jpg | dds to jpg | 正常 | *
https://imglarger.com/features/rotate-image | rotate image | 正常 | *
https://imglarger.com/converter/ico-to-png | ico to png | 正常 | *
https://imglarger.com/converter/sxbm-to-jpg | sxbm to jpg | 正常 | *
https://imglarger.com/converter/webp-to-jpg | webp to jpg | 正常 | *
https://imglarger.com/converter/rw2-to-jpeg | rw2 to jpeg | 正常 | *
https://imglarger.com/converter/xpm-to-jpg | xpm to jpg | 正常 | *
https://imglarger.com/converter/ras-to-png | ras to png | 正常 | *
https://imglarger.com/converter/ppm-to-webp | ppm to webp | 正常 | *
https://imglarger.com/converter/tiff-to-png | tiff to png | 正常 | *
https://imglarger.com/converter/pxc-to-png | pxc to png | 正常 | *
https://imglarger.com/features/adjust-temperature | adjust temperature | 正常 | *
https://imglarger.com/converter/ras-to-webp | ras to webp | 正常 | *
https://imglarger.com/converter/pgm-to-png | pgm to png | 正常 | *

站点统计: 总计=188, 已过滤=2, 成功提取=186

## https://higgsfield.cc/sitemap.xml
--------------------------------------------------------------------------------
未找到任何URL

## https://www.imagine.art/sitemap.xml
--------------------------------------------------------------------------------
https://www.imagine.art/features/ai-auto-video-generator | ai auto video generator | 正常 | *
https://www.imagine.art/features/ai-food-video-generator | ai food video generator | 正常 | *
https://www.imagine.art/features/ai-aesthetic-generator | ai aesthetic generator | 正常 | *
https://www.imagine.art/music-studio/ai-lyrics-generator | ai lyrics generator | 正常 | *
https://www.imagine.art/ai-video-generator | ai video generator | 正常 | *
https://www.imagine.art/features/youtube-logo-maker | youtube logo maker | 正常 | *
https://www.imagine.art/blogs/how-to-add-background-to-video |  | 已过滤 | *
https://www.imagine.art/features/ai-dance-video-generator | ai dance video generator | 正常 | *
https://www.imagine.art/blogs/ai-tools |  | 已过滤 | *
https://www.imagine.art/features/ai-studio-headshot-generator | ai studio headshot generator | 正常 | *
https://www.imagine.art/music-studio/taylor-swift-song-generator | taylor swift song generator | 正常 | *
https://www.imagine.art/features/affordable-ai-video-generator | affordable ai video generator | 正常 | *
https://www.imagine.art/features/flux-pro-1.1-ultra | flux pro 1 | 正常 | *
https://www.imagine.art/music-studio/ai-lullaby-music-generator | ai lullaby music generator | 正常 | *
https://www.imagine.art/features/ai-human-video-generator | ai human video generator | 正常 | *
https://www.imagine.art/features/idea-to-video-generator-ai | idea to video generator ai | 正常 | *
https://www.imagine.art/blogs/ai-influencers |  | 已过滤 | *
https://www.imagine.art/features/ai-fashion-logo-generator | ai fashion logo generator | 正常 | *
https://www.imagine.art/blogs/best-ai-tool-to-generate-music |  | 已过滤 | *
https://www.imagine.art/blogs/what-is-ai-music |  | 已过滤 | *
https://www.imagine.art/shorts/sizzle-reel-generator | sizzle reel generator | 正常 | *
https://www.imagine.art/features/muslim-wedding-invitation-video-maker | muslim wedding invitation video maker | 正常 | *
https://www.imagine.art/blogs/how-to-add-image-to-video |  | 已过滤 | *
https://www.imagine.art/features/ai-4th-of-july-poster-maker | ai 4th of july poster maker | 正常 | *
https://www.imagine.art/music-studio/elevator-music-generator | elevator music generator | 正常 | *
https://www.imagine.art/features/ai-selfie-video-generator | ai selfie video generator | 正常 | *
https://www.imagine.art/music-studio/classical-music-generator-for-kids | classical music generator for kids | 正常 | *
https://www.imagine.art/features/ai-cartoon-video-generator | ai cartoon video generator | 正常 | *
https://www.imagine.art/features/wedding-invitation-video-maker | wedding invitation video maker | 正常 | *
https://www.imagine.art/music-studio/sheet-music-generator | sheet music generator | 正常 | *
https://www.imagine.art/shorts/mermaid-video-generator | mermaid video generator | 正常 | *
https://www.imagine.art/music-studio/diss-track-music-generator | diss track music generator | 正常 | *
https://www.imagine.art/features | features | 正常 | *
https://www.imagine.art/features/easter-poster-maker | easter poster maker | 正常 | *
https://www.imagine.art/features/ai-nature-video-generator | ai nature video generator | 正常 | *
https://www.imagine.art/blogs/how-to-use-imagen-3 |  | 已过滤 | *
https://www.imagine.art/features/kling-2-1-start-end-frames | kling 2 1 start end frames | 正常 | *
https://www.imagine.art/features/ai-image-editor | ai image editor | 正常 | *
https://www.imagine.art/blogs/how-to-use-kling-2-1-ai-video-generator |  | 已过滤 | *
https://www.imagine.art/blogs/veo-3-json-prompting-guide |  | 已过滤 | *
https://www.imagine.art/features/social-media-post-generator | social media post generator | 正常 | *
https://www.imagine.art/features/ai-workout-video-generator | ai workout video generator | 正常 | *
https://www.imagine.art/ai-animal-generator | ai animal generator | 正常 | *
https://www.imagine.art/voice-studio | voice studio | 正常 | *
https://www.imagine.art/features/ai-business-video-maker | ai business video maker | 正常 | *
https://www.imagine.art/features/reimagine | reimagine | 正常 | *
https://www.imagine.art/music-studio/cheer-music-maker | cheer music maker | 正常 | *
https://www.imagine.art/features/ai-lego-generator | ai lego generator | 正常 | *
https://www.imagine.art/shorts/ai-cat-story-generator | ai cat story generator | 正常 | *
https://imagine.art/api/models/pika-v2.1-text-to-video |  | 已过滤 | *

站点统计: 总计=576, 已过滤=115, 成功提取=460

## https://unrealspeech.com/sitemap.xml
--------------------------------------------------------------------------------
https://unrealspeech.com/ai-apps/ai-voiceover | ai voiceover | 正常 | *
https://unrealspeech.com/ai-apps/ai-integration-2 | ai integration 2 | 正常 | *
https://unrealspeech.com/ai-apps/ai-voice-solutions | ai voice solutions | 正常 | *
https://unrealspeech.com/ai-apps/landing-pages | landing pages | 正常 | *
https://unrealspeech.com/ai-apps/recruitment-efficiency | recruitment efficiency | 正常 | *
https://unrealspeech.com/ai-apps/mood2music | mood2music | 正常 | *
https://unrealspeech.com/ai-apps/professional-utilities | professional utilities | 正常 | *
https://unrealspeech.com/ai-apps/debugging-tools | debugging tools | 正常 | *
https://unrealspeech.com/ai-apps/canopy | canopy | 正常 | *
https://unrealspeech.com/ai-apps/ai-testing | ai testing | 正常 | *
https://unrealspeech.com/ai-apps/ai-guidance | ai guidance | 正常 | *
https://unrealspeech.com/ai-apps/consumer-rights | consumer rights | 正常 | *
https://unrealspeech.com/ai-apps/mui-for-vs-code | mui for vs code | 正常 | *
https://unrealspeech.com/ai-apps/ontosight-ai | ontosight ai | 正常 | *
https://unrealspeech.com/ai-apps/educational-technology | educational technology | 正常 | *
https://unrealspeech.com/ai-apps/travel-planning | travel planning | 正常 | *
https://unrealspeech.com/ai-apps/presenton-data-presentations | presenton data presentations | 正常 | *
https://unrealspeech.com/ai-apps/calorieai | calorieai | 正常 | *
https://unrealspeech.com/ai-apps/audio-production-tools | audio production tools | 正常 | *
https://unrealspeech.com/ai-apps/startup-pitch-generator | startup pitch generator | 正常 | *
https://unrealspeech.com/ai-apps/market-analysis | market analysis | 正常 | *
https://unrealspeech.com/ai-apps/hue | hue | 正常 | *
https://unrealspeech.com/ai-apps/zyphra-zonos | zyphra zonos | 正常 | *
https://unrealspeech.com/ai-apps/ai-powered-product-photos | ai powered product photos | 正常 | *
https://unrealspeech.com/ai-apps/finfloh | finfloh | 正常 | *
https://unrealspeech.com/ai-apps/subscription-management | subscription management | 正常 | *
https://unrealspeech.com/ai-apps/ai-sales | ai sales | 正常 | *
https://unrealspeech.com/ai-apps/fitycal | fitycal | 正常 | *
https://unrealspeech.com/ai-apps/heygen-ios | heygen ios | 正常 | *
https://unrealspeech.com/ai-apps/api-testing | api testing | 正常 | *
https://unrealspeech.com/ai-apps/finevoice | finevoice | 正常 | *
https://unrealspeech.com/ai-apps/rupert | rupert | 正常 | *
https://unrealspeech.com/compare/playht-vs-openai-text-to-speech | playht vs openai text to speech | 正常 | *
https://unrealspeech.com/compare/neets-ai-vs-resemble-ai | neets ai vs resemble ai | 正常 | *
https://unrealspeech.com/ai-apps/speech-recognition | speech recognition | 正常 | *
https://unrealspeech.com/ai-apps/collaborative-tools | collaborative tools | 正常 | *
https://unrealspeech.com/ai-apps/suno-mp3-downloader | suno mp3 downloader | 正常 | *
https://unrealspeech.com/ai-apps/speechactors | speechactors | 正常 | *
https://unrealspeech.com/ai-apps/chat-with-pdf | chat with pdf | 正常 | *
https://unrealspeech.com/ai-apps/business-growth | business growth | 正常 | *
https://unrealspeech.com/ai-apps/mental-wellness | mental wellness | 正常 | *
https://unrealspeech.com/ai-apps/online-retail | online retail | 正常 | *
https://unrealspeech.com/ai-apps/film-production | film production | 正常 | *
https://unrealspeech.com/ai-apps/revfx-account-lookalikes | revfx account lookalikes | 正常 | *
https://unrealspeech.com/ai-apps/content-creation-support | content creation support | 正常 | *
https://unrealspeech.com/ai-apps/vendor-management | vendor management | 正常 | *
https://unrealspeech.com/ai-apps/typeflowai | typeflowai | 正常 | *
https://unrealspeech.com/ai-apps/tldr-this | tldr this | 正常 | *
https://unrealspeech.com/ai-apps/crosshatch | crosshatch | 正常 | *
https://unrealspeech.com/ai-apps/rapid-prototyping-2 | rapid prototyping 2 | 正常 | *

站点统计: 总计=3304, 已过滤=7, 成功提取=3297

====================================================================================================
## 总体统计
- 总URL数: 161959
- 已过滤数: 82065
- 未过滤数: 79894
- 成功提取关键词: 79875
- 过滤率: 50.7%
- 提取率: 100.0% (基于未过滤URL)
